日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/06/21 06:00:00,103.919,103.919,103.894,103.914,103.955,103.955,103.948,103.95
2016/06/21 06:01:00,103.914,103.917,103.91,103.917,103.95,103.953,103.946,103.953
2016/06/21 06:02:00,103.917,103.95,103.898,103.914,103.953,103.986,103.946,103.953
2016/06/21 06:03:00,103.914,103.945,103.912,103.924,103.953,103.987,103.943,103.987
2016/06/21 06:04:00,103.924,103.924,103.917,103.922,103.987,103.988,103.983,103.987
2016/06/21 06:05:00,103.922,103.924,103.914,103.916,103.987,103.987,103.948,103.952
2016/06/21 06:06:00,103.916,103.916,103.881,103.886,103.952,103.952,103.91,103.91
2016/06/21 06:07:00,103.886,103.886,103.84,103.844,103.91,103.91,103.864,103.868
2016/06/21 06:08:00,103.844,103.844,103.769,103.778,103.868,103.868,103.804,103.814
2016/06/21 06:09:00,103.778,103.786,103.755,103.768,103.814,103.822,103.785,103.804
2016/06/21 06:10:00,103.768,103.827,103.765,103.77,103.804,103.892,103.79,103.801
2016/06/21 06:11:00,103.77,103.79,103.765,103.783,103.801,103.817,103.799,103.816
2016/06/21 06:12:00,103.783,103.831,103.778,103.831,103.816,103.871,103.81,103.871
2016/06/21 06:13:00,103.831,103.858,103.827,103.85,103.871,103.894,103.865,103.883
2016/06/21 06:14:00,103.85,103.882,103.85,103.861,103.883,103.908,103.87,103.888
2016/06/21 06:15:00,103.861,103.861,103.857,103.857,103.888,103.888,103.883,103.883
2016/06/21 06:16:00,103.857,103.886,103.857,103.882,103.883,103.913,103.875,103.907
2016/06/21 06:17:00,103.882,103.938,103.882,103.903,103.907,103.989,103.899,103.951
2016/06/21 06:18:00,103.903,103.948,103.9,103.943,103.951,103.966,103.938,103.946
2016/06/21 06:19:00,103.943,103.949,103.932,103.934,103.946,103.979,103.946,103.961
2016/06/21 06:20:00,103.934,103.934,103.927,103.927,103.961,103.962,103.957,103.96
